label_en,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hello,0.08046674728393555,0.6772978901863098,4.1686126905915444e-07,0.14368459582328796,0.6494240164756775,-0.02200206369161606,0.19393905997276306,0.5804351568222046,-0.035811882466077805,0.2332051396369934,0.5238017439842224,-0.04998178407549858,0.27383536100387573,0.4774684011936188,-0.06648654490709305,0.17032067477703094,0.469838947057724,-0.02949397638440132,0.20609594881534576,0.3885076642036438,-0.0586792416870594,0.23072807490825653,0.3418043851852417,-0.08042170107364655,0.25360554456710815,0.29908818006515503,-0.09694580733776093,0.1334899663925171,0.45541784167289734,-0.0407676100730896,0.16123345494270325,0.36120927333831787,-0.07070166617631912,0.1895509660243988,0.3051418662071228,-0.09439565986394882,0.217076376080513,0.256183922290802,-0.11216777563095093,0.09206435829401016,0.4646420478820801,-0.05579201132059097,0.11442553997039795,0.37046653032302856,-0.08934680372476578,0.14134261012077332,0.31485581398010254,-0.11110072582960129,0.16984540224075317,0.26745909452438354,-0.12548236548900604,0.04860488325357437,0.49114999175071716,-0.07216982543468475,0.05534864217042923,0.41361215710639954,-0.1061699241399765,0.0704885870218277,0.3643888831138611,-0.12422274798154831,0.09064040333032608,0.31941938400268555,-0.13621127605438232
hello,0.07589691877365112,0.6124939918518066,8.074980542005505e-07,0.15286536514759064,0.5709878206253052,-0.0253806933760643,0.20812970399856567,0.5081197023391724,-0.03770022094249725,0.2514990270137787,0.447155624628067,-0.05021228641271591,0.2898423373699188,0.3918718695640564,-0.06274997442960739,0.1903899908065796,0.3910256326198578,-0.0058349925093352795,0.2330644428730011,0.3145546019077301,-0.029764527454972267,0.2610531747341156,0.2616262435913086,-0.05203157663345337,0.2879965305328369,0.21511712670326233,-0.06776991486549377,0.1519056111574173,0.36698824167251587,-0.0095228785648942,0.18240845203399658,0.2805825173854828,-0.031653162091970444,0.2094232141971588,0.2257044017314911,-0.05371523275971413,0.24001863598823547,0.17949822545051575,-0.0692237988114357,0.11108651012182236,0.3661854863166809,-0.01842290163040161,0.1421743482351303,0.2857133150100708,-0.044205401092767715,0.17257824540138245,0.23417127132415771,-0.06232312321662903,0.20547690987586975,0.19225993752479553,-0.07310368865728378,0.06673437356948853,0.38623476028442383,-0.029759980738162994,0.08509061485528946,0.31823086738586426,-0.054387617856264114,0.10886827856302261,0.27622002363204956,-0.06578221917152405,0.13780461251735687,0.24025991559028625,-0.0715605691075325
hello,0.0864410325884819,0.5748634338378906,7.110588171599375e-07,0.1591075211763382,0.5483380556106567,-0.02999059669673443,0.2149200588464737,0.48419082164764404,-0.041954405605793,0.25708505511283875,0.4209587275981903,-0.05350009724497795,0.29739460349082947,0.36977872252464294,-0.06466246396303177,0.19900868833065033,0.3665958642959595,-0.011445717886090279,0.24588745832443237,0.2877858877182007,-0.03609484061598778,0.2755618691444397,0.23849636316299438,-0.057244010269641876,0.3027827739715576,0.19351232051849365,-0.07225202769041061,0.16269437968730927,0.34337329864501953,-0.014268208295106888,0.19692280888557434,0.24948693811893463,-0.03917352482676506,0.22531935572624207,0.18687449395656586,-0.06208280473947525,0.25396502017974854,0.13212108612060547,-0.07851678133010864,0.12215259671211243,0.34358659386634827,-0.02283225767314434,0.15220783650875092,0.2679179310798645,-0.052224013954401016,0.18327566981315613,0.22968973219394684,-0.07102566212415695,0.21450695395469666,0.1990097165107727,-0.08183817565441132,0.07741740345954895,0.3591454327106476,-0.03451300039887428,0.0934896320104599,0.2918846607208252,-0.061529044061899185,0.11903469264507294,0.25381067395210266,-0.07486411184072495,0.15007153153419495,0.22363333404064178,-0.08274717628955841
hello,0.0862853080034256,0.5493512153625488,6.842776087978564e-07,0.16428449749946594,0.5298082232475281,-0.027241500094532967,0.2206585705280304,0.4679121673107147,-0.03750962018966675,0.2623518109321594,0.4090922176837921,-0.04940705746412277,0.30279266834259033,0.35493820905685425,-0.06191011890769005,0.2069680392742157,0.3481525182723999,-0.007900563068687916,0.2569161355495453,0.2721228003501892,-0.03205603361129761,0.28694355487823486,0.22102051973342896,-0.053405944257974625,0.31482774019241333,0.17455275356769562,-0.07029604911804199,0.17055070400238037,0.3242564797401428,-0.016017289832234383,0.20532575249671936,0.22945325076580048,-0.045396674424409866,0.23310944437980652,0.16533835232257843,-0.07501784712076187,0.2613670527935028,0.11146053671836853,-0.09712068736553192,0.12974122166633606,0.3235536217689514,-0.030112793669104576,0.15891322493553162,0.24830152094364166,-0.06971386820077896,0.19388172030448914,0.22435687482357025,-0.09966869652271271,0.22736380994319916,0.21184316277503967,-0.11679529398679733,0.08441013842821121,0.3372592329978943,-0.04644031077623367,0.10522083193063736,0.2700358033180237,-0.0835561752319336,0.13345128297805786,0.24008892476558685,-0.10671369731426239,0.16547450423240662,0.22110551595687866,-0.12186082452535629
hello,0.09291020780801773,0.5282896757125854,6.979159365982923e-07,0.17010198533535004,0.5097635388374329,-0.027081334963440895,0.22653323411941528,0.44790521264076233,-0.03627365455031395,0.26859545707702637,0.38870668411254883,-0.04675102233886719,0.3074648380279541,0.3340718150138855,-0.057431451976299286,0.21585659682750702,0.3289005160331726,-0.008968458510935307,0.2677064836025238,0.2541866898536682,-0.03234851360321045,0.2977677285671234,0.20487292110919952,-0.05176471546292305,0.32474541664123535,0.1597449630498886,-0.06680307537317276,0.17857573926448822,0.302890419960022,-0.01627056859433651,0.21592479944229126,0.2076987475156784,-0.044568076729774475,0.2441464215517044,0.14430715143680573,-0.07137688249349594,0.27120304107666016,0.0931437611579895,-0.0908297523856163,0.13696357607841492,0.30089327692985535,-0.029460227116942406,0.1652717888355255,0.2249157428741455,-0.06880561262369156,0.19859454035758972,0.20526222884655,-0.0962798222899437,0.23020045459270477,0.1988888382911682,-0.11073730140924454,0.09160683304071426,0.31290653347969055,-0.04486237093806267,0.11668810248374939,0.24670353531837463,-0.0819198340177536,0.14688646793365479,0.22096827626228333,-0.10365283489227295,0.17965123057365417,0.20861861109733582,-0.11694598197937012
hello,0.08504531532526016,0.4952737092971802,8.019314350349305e-07,0.1779414415359497,0.48565638065338135,-0.026672901585698128,0.23307785391807556,0.42799633741378784,-0.03474327176809311,0.27276331186294556,0.373908668756485,-0.04684281349182129,0.3155786991119385,0.31655919551849365,-0.06066066026687622,0.22220605611801147,0.31000465154647827,0.0028397715650498867,0.2794507145881653,0.23698323965072632,-0.016827065497636795,0.3123852610588074,0.18831293284893036,-0.0384502150118351,0.34183984994888306,0.14519374072551727,-0.05790233239531517,0.18161769211292267,0.28314608335494995,-0.010282069444656372,0.22206979990005493,0.18673507869243622,-0.03942181542515755,0.2540794312953949,0.1214701384305954,-0.07843870669603348,0.2823967933654785,0.07265660166740417,-0.10982900112867355,0.13766178488731384,0.27535367012023926,-0.03079647570848465,0.17084701359272003,0.19963279366493225,-0.07733152061700821,0.20288361608982086,0.1807326078414917,-0.1256956160068512,0.22954773902893066,0.17935650050640106,-0.15616123378276825,0.0931122750043869,0.2784980833530426,-0.05308252573013306,0.12283767759799957,0.21280232071876526,-0.10001689940690994,0.15200628340244293,0.1871545910835266,-0.13903412222862244,0.18193598091602325,0.17436183989048004,-0.16755498945713043
hello,0.09256146848201752,0.4897954761981964,7.259001222337247e-07,0.17941492795944214,0.47240981459617615,-0.022052370011806488,0.23744666576385498,0.41578665375709534,-0.02756127342581749,0.2806352376937866,0.35648733377456665,-0.03607993572950363,0.3223530650138855,0.30298322439193726,-0.04511302709579468,0.23051390051841736,0.29700616002082825,0.008277541026473045,0.28500935435295105,0.22520364820957184,-0.012048325501382351,0.31877297163009644,0.17856314778327942,-0.03223476558923721,0.3499062657356262,0.13775932788848877,-0.04809526354074478,0.19300782680511475,0.26645225286483765,-0.0011609737994149327,0.23302358388900757,0.17435409128665924,-0.02638631872832775,0.2661503255367279,0.10972955822944641,-0.05531897768378258,0.2972009479999542,0.06037163734436035,-0.07684735208749771,0.14979684352874756,0.2582015097141266,-0.01729518175125122,0.18071626126766205,0.1816967874765396,-0.05340360477566719,0.2130153328180313,0.1565331220626831,-0.083493173122406,0.24399377405643463,0.14616836607456207,-0.1006389632821083,0.10163968801498413,0.2639254927635193,-0.03556552529335022,0.12567487359046936,0.1946699023246765,-0.07055281847715378,0.15297943353652954,0.16551733016967773,-0.09359313547611237,0.1848398894071579,0.1492350697517395,-0.10843095928430557
hello,0.09949608147144318,0.47832000255584717,6.748174996573653e-07,0.1818925440311432,0.4600532650947571,-0.028579937294125557,0.24352405965328217,0.40657180547714233,-0.03790616616606712,0.287539541721344,0.3479648530483246,-0.0478409118950367,0.3274717330932617,0.2942807078361511,-0.057874228805303574,0.23860208690166473,0.28820499777793884,-0.005083020776510239,0.291826069355011,0.21883544325828552,-0.02936815842986107,0.32463139295578003,0.17328239977359772,-0.051714636385440826,0.35581478476524353,0.13220782577991486,-0.06832771748304367,0.2009870857000351,0.2566208243370056,-0.009977232664823532,0.2404899299144745,0.16746965050697327,-0.03623425215482712,0.27235662937164307,0.10702027380466461,-0.06304717808961868,0.30495333671569824,0.058607667684555054,-0.08286300301551819,0.15699008107185364,0.24749591946601868,-0.021236976608633995,0.18898403644561768,0.1719653457403183,-0.054024212062358856,0.2225809246301651,0.13728787004947662,-0.07880174368619919,0.2570017874240875,0.11539369821548462,-0.09351636469364166,0.10768802464008331,0.2530294954776764,-0.03538578003644943,0.13028046488761902,0.18546611070632935,-0.06625080108642578,0.15629950165748596,0.150960773229599,-0.08444239944219589,0.18823575973510742,0.12633493542671204,-0.09610837697982788
hello,0.09640824049711227,0.4687364101409912,6.868914397273329e-07,0.18006525933742523,0.45263436436653137,-0.029684927314519882,0.2435396909713745,0.4003310203552246,-0.039231035858392715,0.2892199158668518,0.34110334515571594,-0.048721179366111755,0.3292120695114136,0.2866119146347046,-0.05840926244854927,0.24144306778907776,0.2828920781612396,-0.005691551603376865,0.2960554361343384,0.21325744688510895,-0.03003670647740364,0.33023762702941895,0.16607294976711273,-0.05284464359283447,0.36214613914489746,0.12387305498123169,-0.06964477896690369,0.20458169281482697,0.2486143559217453,-0.00922357477247715,0.24692192673683167,0.15854069590568542,-0.033802177757024765,0.27952638268470764,0.09833027422428131,-0.05947377532720566,0.31293368339538574,0.050504252314567566,-0.07845499366521835,0.16020840406417847,0.23645733296871185,-0.019101466983556747,0.19648444652557373,0.15852999687194824,-0.048591479659080505,0.23236222565174103,0.11503462493419647,-0.07206607609987259,0.2697572112083435,0.08412034809589386,-0.08671055734157562,0.10919414460659027,0.23901450634002686,-0.03204040601849556,0.13106335699558258,0.17021705210208893,-0.06104990467429161,0.15692134201526642,0.13405361771583557,-0.0780051201581955,0.18951290845870972,0.10760366916656494,-0.08866062760353088
hello,0.09009407460689545,0.43792423605918884,6.513733410429268e-07,0.17550525069236755,0.4290129244327545,-0.02907341904938221,0.24307335913181305,0.36727797985076904,-0.033203594386577606,0.28708451986312866,0.2961876690387726,-0.03553638234734535,0.32238608598709106,0.2443886697292328,-0.03742283210158348,0.23663100600242615,0.2538086175918579,-0.003522359300404787,0.2873527705669403,0.1799503117799759,-0.020001880824565887,0.31821146607398987,0.1317806988954544,-0.036249127238988876,0.34539276361465454,0.09131504595279694,-0.048107944428920746,0.19848673045635223,0.2178061455488205,-0.0023415135219693184,0.24147488176822662,0.12627631425857544,-0.017054295167326927,0.2741762697696686,0.06810353696346283,-0.03474488481879234,0.3049384355545044,0.02269214391708374,-0.04795580729842186,0.15393021702766418,0.20403361320495605,-0.006996650714427233,0.18699122965335846,0.11612807214260101,-0.02573501318693161,0.21830369532108307,0.061983197927474976,-0.043554987758398056,0.2503575384616852,0.02002003788948059,-0.05548537150025368,0.1019347533583641,0.20520541071891785,-0.01468049455434084,0.12062683701515198,0.13219593465328217,-0.03442445769906044,0.13900482654571533,0.08374069631099701,-0.046726908534765244,0.162993922829628,0.0400528758764267,-0.05470816791057587
